220946;"VIBIA";"ИСПАНИЯ";"Plus";"vibia-0625-03";"Светильник потолочный Plus";"Светильник потолочный Plus";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0625-03";1;"шт.";"Светильник потолочный";4;"G5";24;"Светильник потолочный Plus, арматура matt white lacquer, electronic ballast.";"современный";;"IP20";;;;;;;;;;;20;;;;;;;;80;;;;"matt white lacquer";;;;;;;;58128;;"Светильник потолочный современный";"vibia-0625-03"
220947;"VIBIA";"ИСПАНИЯ";"Plus";"vibia-0626-03";"Светильник потолочный Plus";"Светильник потолочный Plus";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0626-03";1;"шт.";"Светильник потолочный";4;"G5";24;"Светильник потолочный Plus, арматура matt white lacquer.";"современный";;"IP20";;;;;;;;;;;20;;;;;;;;80;;;;"matt white lacquer";;;;;;;;51828;;"Светильник потолочный современный";"vibia-0626-03"
220948;"VIBIA";"ИСПАНИЯ";"Plus";"vibia-0630-03";"Светильник потолочный Plus";"Светильник потолочный Plus";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0630-03";1;"шт.";"Светильник потолочный";1;"2GX13";55;"Светильник потолочный Plus, арматура matt white lacquer, electronic ballast.";"современный";;"IP65";;;;;;;;;;;16;;;;;;;;35;;;;"matt white lacquer";;;;;;;;19362;;"Светильник потолочный современный";"vibia-0630-03"
220949;"VIBIA";"ИСПАНИЯ";"Plus";"vibia-0631-03";"Светильник потолочный Plus";"Светильник потолочный Plus";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0631-03";1;"шт.";"Светильник потолочный";1;"2GX13";55;"Светильник потолочный Plus, арматура matt white lacquer.";"современный";;"IP65";;;;;;;;;;;16;;;;;;;;35;;;;"matt white lacquer";;;;;;;;14742;;"Светильник потолочный современный";"vibia-0631-03"
220950;"VIBIA";"ИСПАНИЯ";"Plus";"vibia-0635-03";"Светильник потолочный встраиваемый Plus";"Светильник потолочный встраиваемый Plus";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0635-03";1;"шт.";"Светильник потолочный";1;"2GX13";55;"Светильник потолочный встраиваемый Plus, арматура matt white lacquer, electronic ballast.";"современный";;"IP65";;;;;;;;;;;6;;;;;;18;;35;;32,5;;"matt white lacquer";;;;;;;;22806;;"Светильник потолочный современный";"vibia-0635-03"
220951;"VIBIA";"ИСПАНИЯ";"Plus";"vibia-0636-03";"Светильник потолочный встраиваемый Plus";"Светильник потолочный встраиваемый Plus";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0636-03";1;"шт.";"Светильник потолочный";1;"2GX13";55;"Светильник потолочный встраиваемый Plus, арматура matt white lacquer.";"современный";;"IP65";;;;;;;;;;;6;;;;;;18;;35;;32,5;;"matt white lacquer";;;;;;;;17934;;"Светильник потолочный современный";"vibia-0636-03"
220952;"VIBIA";"ИСПАНИЯ";"Plus";"vibia-0640-03";"Светильник потолочный встраиваемый Plus";"Светильник потолочный встраиваемый Plus";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0640-03";1;"шт.";"Светильник потолочный";1;"2GX13";55;"Светильник потолочный встраиваемый Plus, арматура matt white lacquer, electronic ballast.";"современный";;"IP20";;;;;;;;;;;;;;;;;22;;35;;34,2;;"matt white lacquer";;;;;;;;20622;;"Светильник потолочный современный";"vibia-0640-03"
220953;"VIBIA";"ИСПАНИЯ";"Plus";"vibia-0641-03";"Светильник потолочный встраиваемый Plus";"Светильник потолочный встраиваемый Plus";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0641-03";1;"шт.";"Светильник потолочный";1;"2GX13";55;"Светильник потолочный встраиваемый Plus, арматура matt white lacquer.";"современный";;"IP20";;;;;;;;;;;;;;;;;22;;35;;34,2;;"matt white lacquer";;;;;;;;16506;;"Светильник потолочный современный";"vibia-0641-03"
220954;"VIBIA";"ИСПАНИЯ";"Plus";"vibia-0645-03";"Светильник потолочный Plus";"Светильник потолочный Plus";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0645-03";1;"шт.";"Светильник потолочный";6;"G5";39;"Светильник потолочный Plus, арматура matt white lacquer.";"современный";;"IP20";;;;;;;100;100;;;32;;;;;;;;;;;;"matt white lacquer";;;;;;;;109536;;"Светильник потолочный современный";"vibia-0645-03"
220955;"VIBIA";"ИСПАНИЯ";"Plus";"vibia-0650-03";"Светильник потолочный Plus";"Светильник потолочный Plus";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0650-03";1;"шт.";"Светильник потолочный";4;"G5";24;"Светильник потолочный Plus, арматура matt white lacquer.";"современный";;"IP20";;;;;;;70;70;;;27;;;;;;;;;;;;"matt white lacquer";;;;;;;;76146;;"Светильник потолочный современный";"vibia-0650-03"
