Категория;Артикул фабрики;Название фабрики;Страна происхождения;Серия;Наименование;Цена;Остатки;Стиль;Кол-во ламп_1;Макс.мощность_1;Тип цоколя_1;Напряжение_1;Кол-во ламп_2;Макс.мощность_2;Тип цоколя_2;Напряжение_2;Кол-во ламп_3;Макс.мощность_3;Тип цоколя_3;Напряжение_3;Количество лампочек (цоколей)_вычисляемое;Общая мощность_вычисляемая;Максимальная мощность 1-ой лампочки_собираемая;Тип цоколя_собираемый;Напряжение_собираемое;Наличие лампочек в комплекте;Степень пыле-влагозащиты (IP);Класс защиты от эл. тока;Вес брутто(кг);Объем (м3);Длина (см);Ширина (см);Диаметр (см);Выступ (см);Высота (см);МАКС высота (см);МИН высота (см);Глубина врезного отверстия;Размер врезного отверстия;Диаметр абажура (см);Дополнительные функции;Цвет каркаса;Цвет плафона/абажура;Материал каркаса;Материал плафона/абажура;Тип хрусталя;Хрусталь;Кованый;Флористика;Детский;Светодиодный;Точечный;Подсветка предметов;На солнечных батареях;Примечание;Поставщик;Внутренний код;Сортировка
Настольные лампы;88699;Eglo;Австрия;Сroco;Настольная лампа Eglo Сroco 88699;1613;0;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;II;;;;;11,5;;23;;;;;;выключатель на проводе;красный;красный, черный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;88704;Eglo;Австрия;Brown Sugar;Подвесной светильник Eglo Brown Sugar 88704;1620;0;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;;;10,5;;110;;;;;;регулировка по высоте;никель;коричневый полосатый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;88705;Eglo;Австрия;Brown Sugar;Подвесной светильник Eglo Brown Sugar 88705;4580;0;Современный;3;60;E27;230;;;;;;;;;3;180;60 Вт;E27;230;;IP20;I;;;72;10,5;;;110;;;;;;регулировка по высоте;никель;коричневый полосатый;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;88707;Eglo;Австрия;Brown Sugar;Настольная лампа Eglo Brown Sugar 88707;2030;32;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;;10,5;;46;;;;;;выключатель на проводе;никель;коричневый полосатый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;88733;Eglo;Австрия;Camaro 1;Подвесной светильник Eglo Camaro 1 88733;8919;0;Современный;1;32;G10q;230;;;;;;;;;1;32;32 Вт;G10q;230;да;IP20;I;;;;;35;;110;;;;;;;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Потолочные;88821;Eglo;Австрия;Troya;Потолочный светильник Eglo Troya 88821;926;223;Современный;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;II;;;10;10;;14,5;;;;;;;;коричневый;красный, черный, коричневый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Потолочные;88822;Eglo;Австрия;Troya;Потолочный светильник Eglo Troya 88822;4555;97;Современный;4;40;E14;230;;;;;;;;;4;160;40 Вт;E14;230;;IP20;I;;;39;39;;17,7;;;;;;;;коричневый;красный, черный, коричневый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;88823;Eglo;Австрия;Troya;Подвесной светильник Eglo Troya 88823;1169;0;Современный;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;I;;;;;10;;110;;;;;;регулировка по высоте;коричневый;красный, черный, коричневый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;88825;Eglo;Австрия;Troya;Подвесной светильник Eglo Troya 88825;5900;13;Современный;5;40;E14;230;;;;;;;;;5;200;40 Вт;E14;230;;IP20;I;;;111;10;;;110;;;;;;регулировка по высоте;коричневый;красный, черный, коричневый;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;88827;Eglo;Австрия;Troya;Настольная лампа Eglo Troya 88827;1596;127;Современный;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;II;;;;;10;;32,5;;;;;;выключатель на проводе;коричневый;красный, черный, коричневый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;88853;Eglo;Австрия;Fargo;Подвесной светильник Eglo Fargo 88853;3050;15;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;;;20,5;;110;;;;;;;никель;прозрачный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;88865;Eglo;Австрия;Siren;Подвесной светильник Eglo Siren 88865;4383;0;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;;;20,7;;110;;;;;;;алюминий;серебряный;металл;металл;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;88866;Eglo;Австрия;Siren;Подвесной светильник Eglo Siren 88866;3065;0;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;;;29,5;;110;;;;;;;алюминий;серебряный;металл;металл;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;88868;Eglo;Австрия;Siren 1;Подвесной светильник Eglo Siren 1 88868;3288;0;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;;;30,5;;110;;;;;;;алюминий, хром;;металл;металл;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;88936;Eglo;Австрия;Hebe;Настенно-потолочный светильник Eglo Hebe 88936;5262;0;Современный;1;32;G10q;230;;;;;;;;;1;32;32 Вт;G10q;230;да;IP20;I;;;49;;;7;49;;;;;;;хром;прозрачный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Встраиваемые;88946;Eglo;Австрия;Aron;Встраиваемый светодиодный светильник Eglo Aron 88946;3471;0;Современный;1;1;LED;230;;;;;;;;;1;1;1 Вт;LED;230;да;IP20;III;;;8,3;8,3;;;1,1;;;;3,5;;;никель;неокрашенный;металл;металл;;;;;;да;да;;;3 шт. в комплекте;Eglo;;310
Настольные лампы;88953;Eglo;Австрия;Batista 1;Настольная лампа Eglo Batista 1 88953;1525;0;Современный;1;11;E27;230;;;;;;;;;1;11;11 Вт;E27;230;да;IP20;I;;;;;12;;110;;;;;;регулировка по высоте;никель;белый полосатый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;88954;Eglo;Австрия;Batista 1;Подвесной светильник Eglo Batista 1 88954;4313;0;Современный;3;11;E27;230;;;;;;;;;3;33;11 Вт;E27;230;да;IP20;I;;;72;12;;;110;;;;;;регулировка по высоте;никель;белый полосатый;металл;стекло;;;;;;;;;;;Eglo;;310
Бра настенные;88956;Eglo;Австрия;Batista 1;Бра Eglo Batista 1 88956;1605;5;Современный;1;11;E27;230;;;;;;;;;1;11;11 Вт;E27;230;да;IP20;I;;;12;;;14,5;34,5;;;;;;;никель;белый полосатый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Встраиваемые;88967;Eglo;Австрия;Luxy;Встраиваемый светильник Eglo Luxy 88967;1316;46;Современный;1;20;G4;12;;;;;;;;;1;20;20 Вт;G4;12;да;IP20;III;;;;;9;;8,8;;;0,8;6,8;;;хром;прозрачный;металл;хрусталь;;;;;;;да;;;;Eglo;;310
Светильники>>Настенно-потолочные;88972;Eglo;Австрия;Junior 2;Настенно-потолочный светильник Eglo Junior 2 88972;1826;0;Современный;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;;;39,5;;;;;;;;;белый;белый с цветным рисунком;пластмасса;стекло;;;;;да;;;;;;Eglo;;310
Светильники>>Настенные;88992;Eglo;Австрия;Viki;Настенный светильник Eglo Viki 88992;1826;0;Современный;1;9;E14;230;;;;;;;;;1;9;9 Вт;E14;230;да;IP20;II;;;;;13;;32,5;;;;;;;разноцветный;белый;металл;стекло;;;;;да;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;88996;Eglo;Австрия;Siro;Настенно-потолочный светильник Eglo Siro 88996;5090;110;Современный;3;9;E14;230;;;;;;;;;3;27;9 Вт;E14;230;да;IP20;I;;;25,5;;;;29,5;;;;;;;разноцветный;белый;металл, дерево;стекло;;;;;да;;;;;;Eglo;;310
Светильники>>Настенные;88997;Eglo;Австрия;Siro;Настенный светильник Eglo Siro 88997;1826;13;Современный;1;9;E14;230;;;;;;;;;1;9;9 Вт;E14;230;да;IP20;II;;;;;13;;32,5;;;;;;;разноцветный;белый;металл, дерево;стекло;;;;;да;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;88999;Eglo;Австрия;Siro;Настенно-потолочный светильник Eglo Siro 88999;4070;118;Современный;3;9;E14;230;;;;;;;;;3;27;9 Вт;E14;230;да;IP20;I;;;;;24;;33;;;;;;;разноцветный;белый;металл, дерево;стекло;;;;;да;;;;;;Eglo;;310
Светильники>>Встраиваемые;89002;Eglo;Австрия;Spike 1;Встраиваемый светильник Eglo Spike 1 89002;1418;264;Современный;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;II;;;;;10;;12,2;;;;;;;коричневый;белый, коричневый;металл;металл, стекло;;;;;;;да;;;;Eglo;;310
Люстры>>Подвесные;89005;Eglo;Австрия;Alexandria;Подвесная хрустальная люстра Eglo Alexandria 89005;25538;14;Современный;12;25;G9;230;;;;;;;;;12;300;25 Вт;G9;230;да;IP20;I;;;;;50;;124,5;;;;;;;хром;прозрачный, розовый;металл;хрусталь;;да;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89032;Eglo;Австрия;Diadema;Подвесной светильник Eglo Diadema 89032 с хрустальными подвесками;9680;1;Классика;3;40;E14;230;;;;;;;;;3;120;40 Вт;E14;230;;IP20;I;;;;;38;;110;;;;;;;хром;прозрачный, черный;металл;текстиль, хрусталь;;да;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89034;Eglo;Австрия;Diadema;Подвесной светильник Eglo Diadema 89034 с хрустальными подвесками;12230;16;Классика;5;40;E14;230;;;;;;;;;5;200;40 Вт;E14;230;;IP20;I;;;;;50;;110;;;;;;;хром;прозрачный, черный;металл;текстиль, хрусталь;;да;;;;;;;;;Eglo;;310
Бра настенные;89035;Eglo;Австрия;Diadema;Бра Eglo Diadema 89035 с хрустальными подвесками;4580;22;Классика;2;40;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;IP20;I;;;34;;;18;50,5;;;;;;;хром;прозрачный, черный;металл;текстиль, хрусталь;;да;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89058;Eglo;Австрия;Alamo;Настенно-потолочный светильник Eglo Alamo 89058;2336;12;Классика;2;40;G9;230;;;;;;;;;2;80;40 Вт;G9;230;да;IP20;I;;;37;;;;;;;;;;;коричневый;бежевый;металл;стекло;;;да;;;;да;да;;;Eglo;;310
Светильники>>Настенно-потолочные;89059;Eglo;Австрия;Alamo;Настенно-потолочный светильник Eglo Alamo 89059;4070;9;Классика;4;40;G9;230;;;;;;;;;4;160;40 Вт;G9;230;да;IP20;I;;;65;;;;;;;;;;;коричневый;бежевый;металл;стекло;;;да;;;;да;да;;;Eglo;;310
Светильники>>Настенно-потолочные;89061;Eglo;Австрия;Alamo;Настенно-потолочный светильник Eglo Alamo 89061;3050;20;Классика;3;40;G9;230;;;;;;;;;3;120;40 Вт;G9;230;да;IP20;I;;;;;22;;;;;;;;;коричневый;бежевый;металл;стекло;;;да;;;;да;да;;;Eglo;;310
Светильники>>Подвесные;89062;Eglo;Австрия;Rebell;Подвесной хрустальный светильник Eglo Rebell 89062;5105;3;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;;;25;;110;;;;;;;алюминий;неокрашенный;металл;хрусталь;;да;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89064;Eglo;Австрия;Rebell;Подвесной хрустальный светильник Eglo Rebell 89064;13780;0;Современный;3;60;E27;230;;;;;;;;;3;180;60 Вт;E27;230;;IP20;I;;;101;25;;;110;;;;;;;алюминий;неокрашенный;металл;хрусталь;;да;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89065;Eglo;Австрия;Rebell;Настенно-потолочный хрустальный светильник Eglo Rebell 89065;5166;11;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;;;25;;17;;;;;;;алюминий;неокрашенный;металл;хрусталь;;да;;;;;;;;;Eglo;;310
Настольные лампы;89066;Eglo;Австрия;Rebell;Настольная хрустальная лампа Eglo Rebell 89066;4643;45;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;II;;;;;25;;41;;;;;;;алюминий;неокрашенный;металл;хрусталь;;да;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89075;Eglo;Австрия;Loke;Настенно-потолочный светильник Eglo Loke 89075;1724;0;Современный;1;35;GU10;230;;;;;;;;;1;35;35 Вт;GU10;230;да;IP20;I;;;14;14;;7,5;;;;;;;;алюминий, хром;черный;металл;металл;;;;;;;да;да;;;Eglo;;310
Светильники>>Настенно-потолочные;89076;Eglo;Австрия;Loke;Настенно-потолочный светильник Eglo Loke 89076;2540;60;Современный;2;35;GU10;230;;;;;;;;;2;70;35 Вт;GU10;230;да;IP20;I;;;25;14;;7,5;;;;;;;;алюминий, хром;черный;металл;металл;;;;;;;да;да;;;Eglo;;310
Светильники>>Настенно-потолочные;89079;Eglo;Австрия;Loke;Настенно-потолочный светильник Eglo Loke 89079;4376;32;Современный;4;35;GU10;230;;;;;;;;;4;140;35 Вт;GU10;230;да;IP20;I;;;25;25;;7,5;;;;;;;;алюминий, хром;черный;металл;металл;;;;;;;да;да;;;Eglo;;310
Люстры>>Подвесные;89083;Eglo;Австрия;Selene;Подвесная люстра Eglo Selene 89083 с хрустальными подвесками;19852;26;Классика;7;40;E14;230;;;;;;;;;7;280;40 Вт;E14;230;;IP20;I;;;;;89;;139,5;;;;;;;хром;белый, прозрачный;металл;стекло, хрусталь;;да;;;;;;;;;Eglo;;310
Бра настенные;89084;Eglo;Австрия;Selene;Бра Eglo Selene 89084 с хрустальными подвесками;5005;0;Классика;2;40;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;IP20;I;;;44;;;19,6;43;;;;;;;хром;белый, прозрачный;металл;стекло, хрусталь;;да;;;;;;;;;Eglo;;310
Настольные лампы;89085;Eglo;Австрия;Selene;Настольная лампа Eglo Selene 89085 с хрустальными подвесками;2336;12;Классика;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;II;;;;;18;;45,5;;;;;;сенсорный выключатель;хром;белый, прозрачный;металл;стекло, хрусталь;;да;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89112;Eglo;Австрия;Almera;Подвесной светильник Eglo Almera 89112;2030;41;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;;;11;;110;;;;;;регулировка по высоте;коричневый;желтый, коричневый;металл;металл, стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89114;Eglo;Австрия;Almera;Подвесной светильник Eglo Almera 89114;7130;3;Современный;6;40;E14;230;;;;;;;;;6;240;40 Вт;E14;230;;IP20;I;;;109,5;;;;110;;;;;;регулировка по высоте;коричневый;желтый, коричневый;металл;металл, стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;89115;Eglo;Австрия;Almera;Настенный светильник Eglo Almera 89115;1316;81;Современный;1;60;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;IP20;I;;;18;;;7,5;25;;;;;;;коричневый;желтый, коричневый;металл;металл, стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;89116;Eglo;Австрия;Almera;Настольная лампа Eglo Almera 89116;2030;43;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;II;;;;;12;;29,5;;;;;;выключатель на проводе;коричневый;желтый, коричневый;металл;металл, стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89117;Eglo;Австрия;Chiron;Настенно-потолочный светильник Eglo Chiron 89117;2030;28;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;III;;;;;18;;9,6;;;;;;;алюминий;алюминий, прозрачный;металл;металл, стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89118;Eglo;Австрия;Chiron;Настенно-потолочный светильник Eglo Chiron 89118;1928;12;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;III;;;;;14;;7,6;;;;;;;алюминий;белый;металл;металл, стекло;;;;;;;;;;;Eglo;;310
Люстры>>Подвесные;89122;Eglo;Австрия;Folia;Подвесная люстра Eglo Folia 89122;7017;11;Классика;6;40;E14;230;;;;;;;;;6;240;40 Вт;E14;230;;IP20;I;;;;;56,5;;110;;;;;;;коричневый;желтый;металл;стекло;;;да;да;;;;;;;Eglo;;310
Бра настенные;89124;Eglo;Австрия;Folia;Бра Eglo Folia 89124;1260;2;Классика;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;I;;;10;;;15;23,5;;;;;;;коричневый;желтый;металл;стекло;;;да;да;;;;;;;Eglo;;310
Настольные лампы;89126;Eglo;Австрия;Folia;Настольная лампа Eglo Folia 89126;1716;0;Классика;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;II;;;18;;;;37,5;;;;;;выключатель на проводе;коричневый;желтый;металл;стекло;;;да;да;;;;;;;Eglo;;310
Светильники>>Подвесные;89133;Eglo;Австрия;Beluga;Подвесной светильник Eglo Beluga 89133;4580;2;Классика;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;;;36;;110;;;;;;;коричневый;желтый;металл;стекло;;;да;;;;;;;;Eglo;;310
Светильники>>Подвесные;89134;Eglo;Австрия;Beluga;Подвесной светильник Eglo Beluga 89134;7130;1;Классика;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;86;26;;;68;;;;;;;коричневый;желтый;металл;стекло;;;да;;;;;;;;Eglo;;310
Настольные лампы;89136;Eglo;Австрия;Beluga;Настольная лампа Eglo Beluga 89136;3562;30;Классика;1;60;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;IP20;II;;;;;26;;44;;;;;;сенсорный выключатель;коричневый;желтый;металл;стекло;;;да;;;;;;;;Eglo;;310
Торшеры напольные;89137;Eglo;Австрия;Beluga;Торшер Eglo Beluga 89137;8150;14;Классика;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;;36;;173;;;;;;ножной выключатель;коричневый;желтый;металл;стекло;;;да;;;;;;;;Eglo;;310
Светильники>>Потолочные;89157;Eglo;Австрия;Morfeo;Потолочный светильник Eglo Morfeo 89157;3755;0;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;I;;;21;21;;;32;;;;;;;хром;неокрашенный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;89178;Eglo;Австрия;Aves;Настенный светильник Eglo Aves 89178 с хрустальными подвесками;3509;0;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;32;;;11,8;20;;;;;;;хром;прозрачный, черный;металл;текстиль, хрусталь;;да;;;;;;;;;Eglo;;310
Настольные лампы;89179;Eglo;Австрия;Aves;Настольная лампа Eglo Aves 89179 с хрустальными подвесками;5466;36;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;20;20;;;56;;;;;;выключатель на проводе;хром;прозрачный, черный;металл;текстиль, хрусталь;;да;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89183;Eglo;Австрия;Perga;Подвесной светильник Eglo Perga 89183 с элементами из хрусталя;4597;0;Классика;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;;;38;;110;;;;;;регулировка по высоте;никель;прозрачный, черный;металл;текстиль, хрусталь;;да;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89184;Eglo;Австрия;Perga;Подвесной светильник Eglo Perga 89184 с элементами из хрусталя;5369;24;Классика;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;;;38;;110;;;;;;регулировка по высоте;никель;прозрачный, черный;металл;текстиль, хрусталь;;да;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89186;Eglo;Австрия;Perga;Подвесной светильник Eglo Perga 89186;6286;0;Классика;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;38;38;;;110;;;;;;регулировка по высоте;никель;белый, черный;металл;текстиль, стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89192;Eglo;Австрия;Arese;Подвесной светильник Eglo Arese 89192;5184;13;Современный;4;40;G9;230;;;;;;;;;4;160;40 Вт;G9;230;да;IP20;I;;;78;12;;;110;;;;;;;коричневый;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Бра настенные;89194;Eglo;Австрия;Arese;Бра Eglo Arese 89194;1312;0;Классика;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;I;;;12;;;17,2;17;;;;;;;коричневый;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Встраиваемые;89197;Eglo;Австрия;Chiron;Встраиваемый светильник Eglo Chiron 89197;1202;0;Современный;1;7;2GX53;230;;;;;;;;;1;7;7 Вт;2GX53;230;да;IP20;III;;;;;13;;5;;;;;;;алюминий;алюминий, прозрачный;металл;металл, стекло;;;;;;;да;;;;Eglo;;310
Светильники>>Подвесные;89203;Eglo;Австрия;Drifter;Подвесной хрустальный светильник Eglo Drifter 89203;21920;1;Современный;9;40;G9;230;;;;;;;;;9;360;40 Вт;G9;230;да;IP20;I;;;;;55;;110;;;;;;;хром;неокрашенный;металл;хрусталь;;да;;;;;;;;;Eglo;;310
Светильники>>Настенные;89206;Eglo;Австрия;Drifter;Настенный хрустальный светильник Eglo Drifter 89206;4850;10;Современный;2;40;G9;230;;;;;;;;;2;80;40 Вт;G9;230;да;IP20;I;;;23;;;13;30;;;;;;шнуровой выключатель;хром;прозрачный;металл;хрусталь;;да;;;;;;;;;Eglo;;310
Настольные лампы;89207;Eglo;Австрия;Drifter;Настольная хрустальная лампа Eglo Drifter 89207;15273;51;Современный;2;40;G9;230;;;;;;;;;2;80;40 Вт;G9;230;да;IP20;II;;;;;23;;45;;;;;;;хром;прозрачный;металл;хрусталь;;да;;;;;;;;;Eglo;;310
Торшеры напольные;89208;Eglo;Австрия;Drifter;Торшер хрустальный Eglo Drifter 89208;18348;8;Современный;4;40;G9;230;;;;;;;;;4;160;40 Вт;G9;230;да;IP20;II;;;;;41;;160;;;;;;ножной выключатель;хром;прозрачный;металл;хрусталь;;да;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89212;Eglo;Австрия;Indo;Подвесной светильник Eglo Indo 89212;3562;10;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;;;28;;110;;;;;;регулировка по высоте;никель;бежевый;металл;микрофибра;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89213;Eglo;Австрия;Indo;Подвесной светильник Eglo Indo 89213;8713;0;Современный;3;60;E27;230;;;;;;;;;3;180;60 Вт;E27;230;;IP20;I;;;71,2;15;;;110;;;;;;регулировка по высоте;никель;бежевый;металл;микрофибра;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89214;Eglo;Австрия;Indo;Подвесной светильник Eglo Indo 89214;10190;5;Современный;4;60;E27;230;;;;;;;;;4;240;60 Вт;E27;230;;IP20;I;;;100;15;;;110;;;;;;регулировка по высоте;никель;бежевый;металл;микрофибра;;;;;;;;;;;Eglo;;310
Бра настенные;89215;Eglo;Австрия;Indo;Бра Eglo Indo 89215;2030;2;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;14,5;;;19,4;30,5;;;;;;;никель;бежевый;металл;микрофибра;;;;;;;;;;;Eglo;;310
Настольные лампы;89216;Eglo;Австрия;Indo;Настольная лампа Eglo Indo 89216;2540;12;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;II;;;;;14,5;;39;;;;;;выключатель на проводе;никель;бежевый;металл;микрофибра;;;;;;;;;;;Eglo;;310
Торшеры напольные;89217;Eglo;Австрия;Indo;Торшер Eglo Indo 89217;6620;44;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;;28;;153;;;;;;ножной выключатель;никель;бежевый;металл;микрофибра;;;;;;;;;;;Eglo;;310
Светильники>>Для кухни;89218;Eglo;Австрия;Tricala;Светильник светодиодный для кухни Eglo Tricala 89218;10333;136;Современный;3;1;LED;230;;;;;;;;;3;3;1 Вт;LED;230;да;IP20;I;;;60;;;;14;;;;;;;алюминий;алюминий;металл;;;;;;;да;;;;;Eglo;;310
Светильники>>Для кухни;89224;Eglo;Австрия;Tricala;Светильник для кухни Eglo Tricala 89224;4089;7;Современный;1;8;G5;230;;;;;;;;;1;8;8 Вт;G5;230;да;IP20;I;;;45;;;;14;;;;;;;алюминий;алюминий;металл;;;;;;;;;;;;Eglo;;310
Светильники>>Для кухни;89225;Eglo;Австрия;Tricala;Светильник для кухни Eglo Tricala 89225;4661;0;Современный;1;13;G5;230;;;;;;;;;1;13;13 Вт;G5;230;да;IP20;I;;;60;;;;14;;;;;;;алюминий;алюминий;металл;;;;;;;;;;;;Eglo;;310
Светильники>>Для кухни;89226;Eglo;Австрия;Tricala;Светильник для кухни Eglo Tricala 89226;7288;53;Современный;1;21;G5;230;;;;;;;;;1;21;21 Вт;G5;230;да;IP20;I;;;120;;;;14;;;;;;;алюминий;алюминий;металл;;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89318;Eglo;Австрия;Etoo;Подвесной светильник Eglo Etoo 89318;6110;38;Современный;3;40;E14;230;;;;;;;;;3;120;40 Вт;E14;230;;IP20;I;;;81;;;;110;;;;;;;никель;молочный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89319;Eglo;Австрия;Etoo;Подвесной светильник Eglo Etoo 89319;7638;23;Современный;4;40;E14;230;;;;;;;;;4;160;40 Вт;E14;230;;IP20;I;;;111;;;;110;;;;;;;никель;молочный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89321;Eglo;Австрия;Etoo;Настенно-потолочный светильник Eglo Etoo 89321;1520;46;Современный;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;I;;;;;18;13,5;;;;;;;;никель;молочный;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;89322;Eglo;Австрия;Etoo;Настольная лампа Eglo Etoo 89322;1826;48;Современный;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;II;;;;;18;;13,5;;;;;;;никель;молочный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89323;Eglo;Австрия;Toleda;Настенно-потолочный светильник Eglo Toleda 89323;2846;0;Современный;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;;;39,5;9,4;;;;;;;;коричневый;белый, коричневый, оранжевый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89324;Eglo;Австрия;Toleda;Настенно-потолочный светильник Eglo Toleda 89324;3254;26;Современный;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;41;41;;9,8;;;;;;;;коричневый;белый, коричневый, оранжевый;металл;стекло;;;;;;;;;;;Eglo;;310
