Категория;Артикул фабрики;Название фабрики;Страна происхождения;Серия;Наименование;Цена;Остатки;Стиль;Кол-во ламп_1;Макс.мощность_1;Тип цоколя_1;Напряжение_1;Кол-во ламп_2;Макс.мощность_2;Тип цоколя_2;Напряжение_2;Кол-во ламп_3;Макс.мощность_3;Тип цоколя_3;Напряжение_3;Количество лампочек (цоколей)_вычисляемое;Общая мощность_вычисляемая;Максимальная мощность 1-ой лампочки_собираемая;Тип цоколя_собираемый;Напряжение_собираемое;Наличие лампочек в комплекте;Степень пыле-влагозащиты (IP);Класс защиты от эл. тока;Вес брутто(кг);Объем (м3);Длина (см);Ширина (см);Диаметр (см);Выступ (см);Высота (см);МАКС высота (см);МИН высота (см);Глубина врезного отверстия;Размер врезного отверстия;Диаметр абажура (см);Дополнительные функции;Цвет каркаса;Цвет плафона/абажура;Материал каркаса;Материал плафона/абажура;Тип хрусталя;Хрусталь;Кованый;Флористика;Детский;Светодиодный;Точечный;Подсветка предметов;На солнечных батареях;Примечание;Поставщик;Внутренний код;Сортировка
Светильники>>Встраиваемые;A7224PL-1CC;ArteLamp;Италия;BRILLIANT;Встраиваемый хрустальный светильник ArteLamp BRILLIANT A7224PL-1CC;730;190;Современный;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;IP23;;0,36;0,0016;10;10;;;;;;11;6;;;хром;;;;;да;;;;;да;;;;ArteLamp;;140
Светильники>>Встраиваемые;A8030PL-1CC;ArteLamp;Италия;BRILLIANT;Встраиваемый хрустальный светильник ArteLamp BRILLIANT A8030PL-1CC;620;3;Современный;1;50;G9;;;;;;;;;;1;50;50 Вт;G9;;да;IP23;;0,56;0,0016;9;9;;;;;;4;5,5;;;хром;;;;;да;;;;;да;;;;ArteLamp;;140
Светильники>>Встраиваемые;A8353PL-1CC;ArteLamp;Италия;BRILLIANT;Встраиваемый хрустальный светильник ArteLamp BRILLIANT A8353PL-1CC;770;427;Современный;1;50;G9;;;;;;;;;;1;50;50 Вт;G9;;да;IP23;;0,46;0,0016;;;9;;;;;4;5,5;;;хром;;;;;да;;;;;да;;;;ArteLamp;;140
Светильники>>Встраиваемые;A5950PL-1CC;ArteLamp;Италия;COOL ICE;Встраиваемый хрустальный светильник ArteLamp COOL ICE A5950PL-1CC;520;548;Современный;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;IP23;;0,29;0,0011;;;9;;;;;11;6,8;;;хром;;;;;да;;;;;да;;;;ArteLamp;;140
Светильники>>Встраиваемые;A5956PL-1CC;ArteLamp;Италия;COOL ICE;Встраиваемый хрустальный светильник ArteLamp COOL ICE A5956PL-1CC;530;778;Современный;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;IP23;;0,33;0,0011;9;9;;;;;;11;6,8;;;хром;;;;;да;;;;;да;;;;ArteLamp;;140
Светильники>>Встраиваемые;A5956PL-2CC;ArteLamp;Италия;COOL ICE;Встраиваемый хрустальный светильник ArteLamp COOL ICE A5956PL-2CC;1240;225;Современный;2;50;GU10;;;;;;;;;;2;100;50 Вт;GU10;;да;IP23;;0,6;0,0018;17;9;;;;;;11;15,5x6,8;;;хром;;;;;да;;;;;да;;;;ArteLamp;;140
Светильники>>Встраиваемые;A5956PL-3CC;ArteLamp;Италия;COOL ICE;Встраиваемый хрустальный светильник ArteLamp COOL ICE A5956PL-3CC;1960;251;Современный;3;50;GU10;;;;;;;;;;3;150;50 Вт;GU10;;да;IP23;;0,88;0,0025;25,5;9;;;;;;11;23,5x6,8;;;хром;;;;;да;;;;;да;;;;ArteLamp;;140
Светильники>>Встраиваемые;A5902PL-1SS;ArteLamp;Италия;TECHNIKA;Встраиваемый светодиодный светильник ArteLamp TECHNIKA A5902PL-1SS;1120;137;Современный;1;3;LED;230;;;;;;;;;1;3;3 Вт;LED;230;да;IP23;;0,23;0,0011;9,2;9,2;;;;;;6,5;8;;;матовое серебро;;;;;;;;;да;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A5902PL-2SS;ArteLamp;Италия;TECHNIKA;Встраиваемый светодиодный светильник ArteLamp TECHNIKA A5902PL-2SS;2150;16;Современный;2;3;LED;230;;;;;;;;;2;6;3 Вт;LED;230;да;IP23;;0,53;0,0018;17,5;9,2;;;;;;6,5;16x8;;;матовое серебро;;;;;;;;;да;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A5902PL-3SS;ArteLamp;Италия;TECHNIKA;Встраиваемый светодиодный светильник ArteLamp TECHNIKA A5902PL-3SS;2500;48;Современный;3;3;LED;230;;;;;;;;;3;9;3 Вт;LED;230;да;IP23;;0,58;0,0025;24,8;9,2;;;;;;6,5;23,5x8;;;матовое серебро;;;;;;;;;да;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A5930PL-1SI;ArteLamp;Италия;TECHNIKA;Встраиваемый светильник ArteLamp TECHNIKA A5930PL-1SI;910;591;Современный;1;50;G5,3;230;;;;;;;;;1;50;50 Вт;G5,3;230;да;IP23;;0,56;0,0033;14,5;14,5;;;;;;12;12,5x12,5;;;серебро;;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A5930PL-2SI;ArteLamp;Италия;TECHNIKA;Встраиваемый светильник ArteLamp TECHNIKA A5930PL-2SI;1730;879;Современный;2;50;G5,3;230;;;;;;;;;2;100;50 Вт;G5,3;230;да;IP23;;0,87;0,0057;25;14,5;;;;;;12;22x12,5;;;серебро;;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A5930PL-3SI;ArteLamp;Италия;TECHNIKA;Встраиваемый светильник ArteLamp TECHNIKA A5930PL-3SI;2470;0;Современный;3;50;G5,3;230;;;;;;;;;3;150;50 Вт;G5,3;230;да;IP23;;1,24;0,0081;35,5;14,5;;;;;;12;33x12,5;;;серебро;;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A8075PL-2WH;ArteLamp;Италия;TECHNIKA;Встраиваемый светильник ArteLamp TECHNIKA A8075PL-2WH;1240;627;Современный;2;26;E27;;;;;;;;;;2;52;26 Вт;E27;;да;IP23;;1,1;0,0086;;;23;;;;;11,5;21,5;;;белый;белый;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A8075PL-2SS;ArteLamp;Италия;TECHNIKA;Встраиваемый светильник ArteLamp TECHNIKA A8075PL-2SS;1270;805;Современный;2;26;E27;;;;;;;;;;2;52;26 Вт;E27;;да;IP23;;1,1;0,0086;;;23;;;;;11,5;21,5;;;матовое серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A8015PL-2AB;ArteLamp;Италия;TECHNIKA;Встраиваемый светильник ArteLamp TECHNIKA A8015PL-2AB;1190;0;Современный;2;26;E27;;;;;;;;;;2;52;26 Вт;E27;;да;IP23;;1,2;0,0086;;;23;;;;;11,5;21,5;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A8015PL-2SS;ArteLamp;Италия;TECHNIKA;Встраиваемый светильник ArteLamp TECHNIKA A8015PL-2SS;1190;4;Современный;2;26;E27;;;;;;;;;;2;52;26 Вт;E27;;да;IP23;;1,2;0,0086;;;23;;;;;11,5;21,5;;;матовое серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A8044PL-2WH;ArteLamp;Италия;TECHNIKA;Встраиваемый светильник ArteLamp TECHNIKA A8044PL-2WH;1290;242;Современный;2;26;E27;;;;;;;;;;2;52;26 Вт;E27;;да;IP23;;1,1;0,0086;23;23;;;;;;11,5;21,5;;;белый;белый;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A8044PL-2SS;ArteLamp;Италия;TECHNIKA;Встраиваемый светильник ArteLamp TECHNIKA A8044PL-2SS;1560;288;Современный;2;26;E27;;;;;;;;;;2;52;26 Вт;E27;;да;IP23;;1,1;0,0086;23;23;;;;;;11,5;21,5;;;матовое серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A8043PL-1SI;ArteLamp;Италия;TECHNIKA;Встраиваемый светильник ArteLamp TECHNIKA A8043PL-1SI;370;589;Современный;1;7;E27;;;;;;;;;;1;7;7 Вт;E27;;да;IP23;;0,3;0,0026;;;11,2;;;;;15;9;;;серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Встраиваемые;A8044PL-1SI;ArteLamp;Италия;TECHNIKA;Встраиваемый светильник ArteLamp TECHNIKA A8044PL-1SI;450;1064;Современный;1;13;E27;;;;;;;;;;1;13;13 Вт;E27;;да;IP23;;0,38;0,0042;;;15;;;;;16,5;12,5;;;серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1481AL-1BK;ArteLamp;Италия;BARCELONA;Настенный уличный светильник ArteLamp BARCELONA A1481AL-1BK;2970;61;Классика;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,86;0,036;;25;;30;50;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1482AL-1BK;ArteLamp;Италия;BARCELONA;Настенный уличный светильник ArteLamp BARCELONA A1482AL-1BK;3100;87;Классика;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,86;0,036;;25;;30;50;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1484FN-1BK;ArteLamp;Италия;BARCELONA;Уличный фонарь ArteLamp BARCELONA A1484FN-1BK;2970;116;Классика;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,868;0,038;;;25;;55;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Подвесные;A1485SO-1BK;ArteLamp;Италия;BARCELONA;Подвесной уличный светильник ArteLamp BARCELONA A1485SO-1BK;2970;264;Классика;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,62;0,02;;;25;;103;;;;;;;черный;белый;;;;;;;;;;;;Длина цепи - 67 см.;ArteLamp;;140
Уличные фонари;A1486PA-1BK;ArteLamp;Италия;BARCELONA;Уличный фонарь ArteLamp BARCELONA A1486PA-1BK;4180;0;Классика;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;2,65;0,04;;;25;;120;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1486PA-3BK;ArteLamp;Италия;BARCELONA;Уличный фонарь ArteLamp BARCELONA A1486PA-3BK;11800;28;Классика;3;100;E27;;;;;;;;;;3;300;100 Вт;E27;;;IP44;;8,85;0,166;62;57;;;230;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1082AL-1BG;ArteLamp;Италия;MALAGA;Настенный уличный светильник ArteLamp MALAGA A1082AL-1BG;2020;0;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,8;0,039;;25;;35;45;;;;;;;старая медь;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Подвесные;A1085SO-1BG;ArteLamp;Италия;MALAGA;Подвесной уличный светильник ArteLamp MALAGA A1085SO-1BG;1750;0;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,203;0,014;;;25;;103;;;;;;;старая медь;белый;;;;;;;;;;;;Длина цепи - 67 см.;ArteLamp;;140
Уличные фонари;A1086PA-1BG;ArteLamp;Италия;MALAGA;Уличный фонарь ArteLamp MALAGA A1086PA-1BG;3140;0;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;2,39;0,039;31;25;;;120;;;;;;;старая медь;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1086PA-2BG;ArteLamp;Италия;MALAGA;Уличный фонарь ArteLamp MALAGA A1086PA-2BG;8770;23;Современный;2;100;E27;;;;;;;;;;2;200;100 Вт;E27;;;IP44;;6,98;0,128;76;25;;;230;;;;;;;старая медь;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1086PA-3BG;ArteLamp;Италия;MALAGA;Уличный фонарь ArteLamp MALAGA A1086PA-3BG;10120;65;Современный;3;100;E27;;;;;;;;;;3;300;100 Вт;E27;;;IP44;;8,63;0,179;76;25;;;230;;;;;;;старая медь;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1491AL-1BK;ArteLamp;Италия;MONACO;Настенный уличный светильник ArteLamp MONACO A1491AL-1BK;2280;30;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,688;0,036;;27;;30;45;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1492AL-1BK;ArteLamp;Италия;MONACO;Настенный уличный светильник ArteLamp MONACO A1492AL-1BK;2280;56;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,688;0,036;;27;;30;45;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1494FN-1BK;ArteLamp;Италия;MONACO;Уличный фонарь ArteLamp MONACO A1494FN-1BK;2190;0;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,633;0,039;;;27;;45;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Подвесные;A1495SO-1BK;ArteLamp;Италия;MONACO;Подвесной уличный светильник ArteLamp MONACO A1495SO-1BK;2240;52;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,498;0,02;;;27;;103;;;;;;;черный;белый;;;;;;;;;;;;Длина цепи - 67 см.;ArteLamp;;140
Уличные фонари;A1496PA-1BK;ArteLamp;Италия;MONACO;Уличный фонарь ArteLamp MONACO A1496PA-1BK;3240;0;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;2,498;0,041;;;27;;120;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1497PA-1BK;ArteLamp;Италия;MONACO;Уличный фонарь ArteLamp MONACO A1497PA-1BK;7090;41;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;5,31;0,102;;;27;;210;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1497PA-4BK;ArteLamp;Италия;MONACO;Уличный фонарь ArteLamp MONACO A1497PA-4BK;17560;6;Современный;4;100;E27;;;;;;;;;;4;400;100 Вт;E27;;;IP44;;12,01;0,294;;;75;;230;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1491AL-1WG;ArteLamp;Италия;MONACO;Настенный уличный светильник ArteLamp MONACO A1491AL-1WG;2280;385;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,688;0,036;;27;;30;45;;;;;;;бело-золотой;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1492AL-1WG;ArteLamp;Италия;MONACO;Настенный уличный светильник ArteLamp MONACO A1492AL-1WG;2280;213;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,688;0,036;;27;;30;45;;;;;;;бело-золотой;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1494FN-1WG;ArteLamp;Италия;MONACO;Уличный фонарь ArteLamp MONACO A1494FN-1WG;2190;0;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,633;0,039;;;27;;45;;;;;;;бело-золотой;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Подвесные;A1495SO-1WG;ArteLamp;Италия;MONACO;Подвесной уличный светильник ArteLamp MONACO A1495SO-1WG;2240;122;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,498;0,02;;;27;;104;;;;;;;бело-золотой;белый;;;;;;;;;;;;Длина цепи - 67 см.;ArteLamp;;140
Уличные фонари;A1496PA-1WG;ArteLamp;Италия;MONACO;Уличный фонарь ArteLamp MONACO A1496PA-1WG;3160;0;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;2,498;0,041;;;27;;120;;;;;;;бело-золотой;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1497PA-1WG;ArteLamp;Италия;MONACO;Уличный фонарь ArteLamp MONACO A1497PA-1WG;6920;0;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;5,31;0,102;;;27;;210;;;;;;;бело-золотой;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1497PA-4WG;ArteLamp;Италия;MONACO;Уличный фонарь ArteLamp MONACO A1497PA-4WG;17560;59;Современный;4;100;E27;;;;;;;;;;4;400;100 Вт;E27;;;IP44;;12,01;0,294;;;75;;230;;;;;;;бело-золотой;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1011AL-1BN;ArteLamp;Италия;BERLIN;Настенный уличный светильник ArteLamp BERLIN A1011AL-1BN;1780;23;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,347;0,014;;18;;22;41;;;;;;;черно-золотой;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1012AL-1BN;ArteLamp;Италия;BERLIN;Настенный уличный светильник ArteLamp BERLIN A1012AL-1BN;1780;135;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,347;0,014;;18;;22;41;;;;;;;черно-золотой;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1014FN-1BN;ArteLamp;Италия;BERLIN;Уличный фонарь ArteLamp BERLIN A1014FN-1BN;1780;13;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,5;0,015;18;18;;;47;;;;;;;черно-золотой;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Подвесные;A1015SO-1BN;ArteLamp;Италия;BERLIN;Подвесной уличный светильник ArteLamp BERLIN A1015SO-1BN;1780;38;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,433;0,01;18;18;;;105;;;;;;;черно-золотой;белый;;;;;;;;;;;;Длина цепи - 67 см.;ArteLamp;;140
Уличные фонари;A1016PA-1BN;ArteLamp;Италия;BERLIN;Уличный фонарь ArteLamp BERLIN A1016PA-1BN;2980;0;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;2,25;0,02;18;18;;;120;;;;;;;черно-золотой;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1017PA-1BN;ArteLamp;Италия;BERLIN;Уличный фонарь ArteLamp BERLIN A1017PA-1BN;7060;23;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;4,8;0,06;18;18;;;210;;;;;;;черно-золотой;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1017PA-3BN;ArteLamp;Италия;BERLIN;Уличный фонарь ArteLamp BERLIN A1017PA-3BN;9840;184;Современный;3;100;E27;;;;;;;;;;3;300;100 Вт;E27;;;IP44;;8,7;0,124;61;53;;;230;;;;;;;черно-золотой;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1351AL-1BS;ArteLamp;Италия;PARIS;Настенный уличный светильник ArteLamp PARIS A1351AL-1BS;2060;0;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,933;0,019;;19;;30;45;;;;;;;черное серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1352AL-1BS;ArteLamp;Италия;PARIS;Настенный уличный светильник ArteLamp PARIS A1352AL-1BS;2320;16;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;2,483;0,032;;19;;30;50;;;;;;;черное серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1354FN-1BS;ArteLamp;Италия;PARIS;Уличный фонарь ArteLamp PARIS A1354FN-1BS;2060;246;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,892;0,016;19;19;;;50;;;;;;;черное серебро;белый;;;;;;;;;;;;Длина цепи - 67 см.;ArteLamp;;140
Уличные светильники>>Подвесные;A1355SO-1BS;ArteLamp;Италия;PARIS;Подвесной уличный светильник ArteLamp PARIS A1355SO-1BS;2060;99;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,842;0,01;19;19;;;103;;;;;;;черное серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1356PA-1BS;ArteLamp;Италия;PARIS;Уличный фонарь ArteLamp PARIS A1356PA-1BS;3180;178;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;2,683;0,022;19;19;;;120;;;;;;;черное серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1357PA-1BS;ArteLamp;Италия;PARIS;Уличный фонарь ArteLamp PARIS A1357PA-1BS;7690;166;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;5,2;0,053;19;19;;;210;;;;;;;черное серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1357PA-3BS;ArteLamp;Италия;PARIS;Уличный фонарь ArteLamp PARIS A1357PA-3BS;11690;3;Современный;3;100;E27;;;;;;;;;;3;300;100 Вт;E27;;;IP44;;9,66;0,117;61;53;;;320;;;;;;;черное серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1011AL-1BK;ArteLamp;Италия;BREMEN;Настенный уличный светильник ArteLamp BREMEN A1011AL-1BK;780;0;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;IP44;;1,11;0,008;;15;;17;40;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1012AL-1BK;ArteLamp;Италия;BREMEN;Настенный уличный светильник ArteLamp BREMEN A1012AL-1BK;780;2;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;IP44;;1,11;0,008;;15;;17;40;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1014FN-1BK;ArteLamp;Италия;BREMEN;Уличный фонарь ArteLamp BREMEN A1014FN-1BK;780;0;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;IP44;;1,05;0,008;17;17;;;45;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Подвесные;A1015SO-1BK;ArteLamp;Италия;BREMEN;Подвесной уличный светильник ArteLamp PARIS A1015SO-1BK;780;0;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;IP44;;1,1;0,006;15;15;;;97;;;;;;;черный;белый;;;;;;;;;;;;Длина цепи - 67 см.;ArteLamp;;140
Уличные фонари;A1016PA-1BK;ArteLamp;Италия;BREMEN;Уличный фонарь ArteLamp BREMEN A1016PA-1BK;1730;1;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;IP44;;1,883;0,014;15;15;;;120;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1017PA-3BK;ArteLamp;Италия;BREMEN;Уличный фонарь ArteLamp BREMEN A1017PA-3BK;7410;0;Современный;3;60;E27;;;;;;;;;;3;180;60 Вт;E27;;;IP44;;7,9;0,112;51;41;;;230;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1011AL-1WH;ArteLamp;Италия;BREMEN;Настенный уличный светильник ArteLamp BREMEN A1011AL-1WH;780;0;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;IP44;;1,11;0,008;;15;;17;40;;;;;;;белый;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1012AL-1WH;ArteLamp;Италия;BREMEN;Настенный уличный светильник ArteLamp BREMEN A1012AL-1WH;780;0;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;IP44;;1,11;0,008;;15;;17;40;;;;;;;белый;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1014FN-1WH;ArteLamp;Италия;BREMEN;Уличный фонарь ArteLamp BREMEN A1014FN-1WH;780;6;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;IP44;;1,05;0,008;17;17;;;45;;;;;;;белый;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Подвесные;A1015SO-1WH;ArteLamp;Италия;BREMEN;Подвесной уличный светильник ArteLamp BREMEN A1015SO-1WH;780;0;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;IP44;;1,1;0,006;15;15;;;97;;;;;;;белый;белый;;;;;;;;;;;;Длина цепи - 67 см.;ArteLamp;;140
Уличные фонари;A1016PA-1WH;ArteLamp;Италия;BREMEN;Уличный фонарь ArteLamp BREMEN A1016PA-1WH;1730;8;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;IP44;;1,883;0,014;15;15;;;120;;;;;;;белый;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1017PA-3WH;ArteLamp;Италия;BREMEN;Уличный фонарь ArteLamp BREMEN A1017PA-3WH;7410;0;Современный;3;60;E27;;;;;;;;;;3;180;60 Вт;E27;;;IP44;;7,9;0,112;51;41;;;230;;;;;;;белый;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1044FN-1BG;ArteLamp;Италия;ATLANTA;Уличный фонарь ArteLamp ATLANTA A1044FN-1BG;1780;144;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,717;0,013;;;16;;52;;;;;;;старая медь;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Подвесные;A1045SO-1BG;ArteLamp;Италия;ATLANTA;Подвесной уличный светильник ArteLamp ATLANTA A1045SO-1BG;1640;0;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;1,668;0,009;;;16;;117;;;;;;;старая медь;белый;;;;;;;;;;;;Длина цепи - 67 см.;ArteLamp;;140
Уличные светильники>>Настенные;A1041AL-1BG;ArteLamp;Италия;ATLANTA;Настенный уличный светильник ArteLamp ATLANTA A1041AL-1BG;1900;0;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;2,018;0,02;;16;;23;55;;;;;;;старая медь;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A1042AL-1BG;ArteLamp;Италия;ATLANTA;Настенный уличный светильник ArteLamp ATLANTA A1042AL-1BG;1900;0;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;2,018;0,02;;16;;23;55;;;;;;;старая медь;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1046PA-1BG;ArteLamp;Италия;ATLANTA;Уличный фонарь ArteLamp ATLANTA A1046PA-1BG;3130;2;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;2,342;0,017;;;16;;120;;;;;;;старая медь;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1047PA-1BG;ArteLamp;Италия;ATLANTA;Уличный фонарь ArteLamp ATLANTA A1047PA-1BG;7360;146;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP44;;5,07;0,061;;;16;;230;;;;;;;старая медь;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1047PA-3BG;ArteLamp;Италия;ATLANTA;Уличный фонарь ArteLamp ATLANTA A1047PA-3BG;11900;12;Современный;3;100;E27;;;;;;;;;;3;300;100 Вт;E27;;;IP44;;9,03;0,12;53;41;;;230;;;;;;;старая медь;белый;;;;;;;;;;;;;ArteLamp;;140
